transcript	cod_idx	length	frame	cts
YAL021C	135	28	0	2
YAL021C	135	28	2	2
YAL021C	135	29	1	1
YAL021C	135	29	2	1
YAL021C	135	30	1	3
YAL021C	136	30	1	1
YAL021C	137	28	0	1
YAL021C	137	29	1	2
YAL021C	138	27	0	3
YAL021C	138	28	0	6
YAL021C	138	29	0	2
YAL021C	138	29	1	5
YAL021C	138	29	2	1
YAL021C	138	30	1	1
YAL021C	138	31	1	1
YAL021C	139	28	0	1
YAL021C	139	29	1	1
YAL021C	139	29	2	1
YAL021C	139	30	1	1
YAL021C	140	27	0	1
YAL021C	140	28	0	3
YAL021C	140	29	0	2
YAL021C	140	29	1	5
YAL021C	140	29	2	2
YAL021C	140	30	1	4
YAL021C	140	31	1	3
YAL021C	141	29	0	1
YAL021C	142	29	1	3
YAL021C	143	27	0	1
YAL021C	143	28	0	2
YAL021C	143	28	2	3
YAL021C	143	29	1	3
YAL021C	143	29	2	1
YAL021C	143	30	2	3
YAL021C	143	31	1	1
YAL021C	144	27	0	15
YAL021C	144	28	0	9
YAL021C	144	28	2	7
YAL021C	144	29	1	10
YAL021C	144	29	2	3
YAL021C	144	30	1	5
YAL021C	145	27	0	4
YAL021C	145	28	0	2
YAL021C	145	28	2	3
YAL021C	145	29	0	3
YAL021C	145	29	1	3
YAL021C	145	29	2	1
YAL021C	145	30	1	1
YAL021C	145	30	2	1
YAL021C	145	31	1	1
YAL021C	147	28	0	1
YAL021C	147	28	2	2
YAL021C	147	30	2	1
YAL021C	148	28	0	1
YAL021C	148	28	2	2
YAL021C	148	29	0	1
YAL021C	148	29	2	2
YAL021C	148	30	1	1
YAL021C	148	30	2	1
YAL021C	149	27	0	1
YAL021C	149	29	0	4
YAL021C	149	29	1	3
YAL021C	149	30	2	2
YAL021C	149	31	1	3
YAL021C	150	29	0	1
YAL021C	151	29	1	1
YAL021C	152	28	0	2
YAL021C	152	29	0	1
YAL021C	153	30	1	1
YAL021C	154	28	0	1
YAL021C	154	28	2	1
YAL021C	154	29	2	3
YAL021C	154	30	2	1
YAL021C	154	31	1	1
YAL021C	155	27	0	27
YAL021C	155	28	0	22
YAL021C	155	28	2	8
YAL021C	155	29	0	21
YAL021C	155	29	1	4
YAL021C	155	29	2	7
YAL021C	155	30	1	6
YAL021C	155	30	2	2
YAL021C	155	31	1	4
YAL021C	157	27	0	1
YAL021C	157	28	0	6
YAL021C	157	28	2	5
YAL021C	157	29	1	1
YAL021C	157	29	2	17
YAL021C	157	30	1	2
YAL021C	157	30	2	3
YAL021C	157	31	1	1
YAL021C	158	27	0	3
YAL021C	158	28	0	5
YAL021C	158	28	2	3
YAL021C	158	29	0	1
YAL021C	158	29	1	1
YAL021C	158	29	2	2
YAL021C	158	30	2	1
YAL021C	159	27	0	4
YAL021C	159	29	0	2
YAL021C	159	29	1	1
YAL021C	159	30	1	2
YAL021C	159	31	1	1
YAL021C	160	27	0	1
YAL021C	160	29	0	2
YAL021C	160	29	1	2
YAL021C	160	30	1	2
YAL021C	160	30	2	1
YAL021C	160	31	1	2
YAL021C	161	28	0	2
YAL021C	161	29	0	2
YAL021C	161	30	1	2
YAL021C	162	27	0	1
YAL021C	162	28	0	3
YAL021C	162	28	2	1
YAL021C	162	29	2	3
YAL021C	162	30	1	2
YAL021C	162	31	1	1
YAL021C	163	27	0	6
YAL021C	163	28	0	9
YAL021C	163	28	2	1
YAL021C	163	29	0	3
YAL021C	163	29	1	1
YAL021C	163	29	2	2
YAL021C	163	30	2	1
YAL021C	164	27	0	1
YAL021C	164	28	0	1
YAL021C	165	27	0	1
YAL021C	165	28	0	4
YAL021C	165	28	2	3
YAL021C	165	29	0	1
YAL021C	165	29	2	4
YAL021C	165	30	1	3
YAL021C	165	30	2	4
YAL021C	166	27	0	3
YAL021C	166	28	2	4
YAL021C	166	29	1	1
YAL021C	166	29	2	10
YAL021C	166	30	1	1
YAL021C	166	30	2	6
YAL021C	167	27	0	1
YAL021C	167	30	2	1
YAL021C	168	27	0	10
YAL021C	168	28	0	9
YAL021C	168	28	2	5
YAL021C	168	29	0	7
YAL021C	168	29	1	3
YAL021C	168	29	2	19
YAL021C	168	30	1	8
YAL021C	168	30	2	7
YAL021C	168	31	1	1
YAL021C	169	27	0	1
YAL021C	169	28	0	2
YAL021C	169	29	2	1
YAL021C	169	30	1	2
YAL021C	170	30	1	2
YAL021C	170	31	1	1
YAL021C	171	27	0	2
YAL021C	171	28	0	4
YAL021C	171	28	2	5
YAL021C	171	29	0	4
YAL021C	171	29	2	2
YAL021C	171	30	1	2
YAL021C	171	30	2	1
YAL021C	171	31	1	1
YAL021C	172	27	0	10
YAL021C	172	28	0	7
YAL021C	172	28	2	3
YAL021C	172	29	0	9
YAL021C	172	29	1	3
YAL021C	172	29	2	3
YAL021C	172	30	1	1
YAL021C	172	30	2	3
YAL021C	172	31	1	3
YAL021C	173	29	0	1
YAL021C	173	29	1	1
YAL021C	173	29	2	1
YAL021C	173	30	2	1
YAL021C	174	27	0	4
YAL021C	174	28	0	4
YAL021C	174	28	2	14
YAL021C	174	29	0	2
YAL021C	174	29	1	1
YAL021C	174	29	2	13
YAL021C	174	30	1	1
YAL021C	174	30	2	14
YAL021C	174	31	1	3
YAL021C	175	27	0	1
YAL021C	175	28	0	2
YAL021C	175	28	2	4
YAL021C	175	29	2	1
YAL021C	177	29	2	1
YAL021C	178	30	2	1
YAL021C	179	27	0	4
YAL021C	179	28	0	4
YAL021C	179	28	2	6
YAL021C	179	29	0	2
YAL021C	179	29	1	2
YAL021C	179	29	2	5
YAL021C	179	30	1	1
YAL021C	179	30	2	7
YAL021C	179	31	1	2
YAL021C	180	27	0	3
YAL021C	181	27	0	1
YAL021C	181	28	0	3
YAL021C	181	29	1	3
YAL021C	182	27	0	1
YAL021C	182	28	0	1
YAL021C	182	28	2	1
YAL021C	182	30	2	1
YAL021C	183	29	0	1
YAL021C	183	29	1	2
YAL021C	184	27	0	3
YAL021C	184	28	0	1
YAL021C	184	29	0	2
YAL021C	184	29	1	2
YAL021C	184	30	1	1
YAL021C	184	30	2	1
YAL021C	185	27	0	4
YAL021C	185	28	0	2
YAL021C	185	28	2	3
YAL021C	185	29	0	2
YAL021C	185	29	2	5
YAL021C	185	30	1	1
YAL021C	185	30	2	5
YAL021C	186	27	0	1
YAL021C	186	28	0	1
YAL021C	186	29	0	2
YAL021C	186	29	2	1
YAL021C	187	30	2	1
YAL021C	187	31	1	1
YAL021C	188	29	0	1
YAL021C	188	29	1	1
YAL021C	188	30	1	1
YAL021C	188	30	2	1
YAL021C	189	27	0	6
YAL021C	189	28	0	8
YAL021C	189	29	1	1
YAL021C	189	29	2	1
YAL021C	189	30	1	1
YAL021C	190	27	0	1
YAL021C	190	28	0	2
YAL021C	190	28	2	1
YAL021C	190	29	1	2
YAL021C	190	30	1	1
YAL021C	190	30	2	1
YAL021C	191	27	0	1
YAL021C	191	28	0	6
YAL021C	191	28	2	3
YAL021C	191	29	0	1
YAL021C	191	29	2	4
YAL021C	191	30	1	1
YAL021C	191	30	2	4
YAL021C	191	31	1	2
YAL021C	192	29	1	3
YAL021C	192	30	1	2
YAL021C	193	27	0	2
YAL021C	193	28	0	5
YAL021C	193	28	2	2
YAL021C	193	29	0	3
YAL021C	193	29	1	1
YAL021C	193	29	2	1
YAL021C	194	27	0	4
YAL021C	194	28	0	4
YAL021C	194	28	2	1
YAL021C	194	29	0	1
YAL021C	194	29	2	1
YAL021C	195	28	0	1
YAL021C	195	29	0	1
YAL021C	195	29	2	2
YAL021C	196	27	0	2
YAL021C	196	28	0	3
YAL021C	196	28	2	14
YAL021C	196	29	0	1
YAL021C	196	29	1	2
YAL021C	196	29	2	10
YAL021C	196	30	1	2
YAL021C	196	30	2	6
YAL021C	196	31	1	2
YAL021C	197	28	0	3
YAL021C	197	29	0	1
YAL021C	197	29	1	1
YAL021C	197	30	1	1
YAL021C	197	31	1	1
YAL021C	198	28	0	1
YAL021C	198	29	2	3
YAL021C	199	27	0	3
YAL021C	199	28	0	9
YAL021C	199	28	2	6
YAL021C	199	29	0	2
YAL021C	199	29	1	3
YAL021C	199	29	2	7
YAL021C	199	30	1	4
YAL021C	199	30	2	6
YAL021C	199	31	1	2
YAL021C	200	27	0	4
YAL021C	200	28	0	3
YAL021C	200	28	2	2
YAL021C	200	29	0	1
YAL021C	200	29	2	7
YAL021C	200	30	1	3
YAL021C	200	30	2	3
YAL021C	200	31	1	2
YAL021C	201	27	0	3
YAL021C	201	28	0	4
YAL021C	201	28	2	5
YAL021C	201	29	2	1
YAL021C	201	30	1	2
YAL021C	201	30	2	1
YAL021C	201	31	1	1
YAL021C	202	27	0	6
YAL021C	202	28	0	4
YAL021C	202	28	2	3
YAL021C	202	29	0	2
YAL021C	202	29	1	6
YAL021C	202	29	2	5
YAL021C	202	30	1	3
YAL021C	202	31	1	1
YAL021C	203	27	0	2
YAL021C	203	28	0	5
YAL021C	203	28	2	9
YAL021C	203	29	0	5
YAL021C	203	29	1	1
YAL021C	203	29	2	12
YAL021C	203	30	1	5
YAL021C	203	30	2	7
YAL021C	203	31	1	3
YAL021C	204	27	0	2
YAL021C	204	28	0	2
YAL021C	204	28	2	4
YAL021C	204	29	0	1
YAL021C	204	29	1	2
YAL021C	204	29	2	2
YAL021C	204	30	1	2
YAL021C	204	30	2	1
YAL021C	204	31	1	2
YAL021C	205	27	0	4
YAL021C	205	28	0	6
YAL021C	205	28	2	2
YAL021C	205	29	0	6
YAL021C	205	29	1	6
YAL021C	205	29	2	10
YAL021C	205	30	1	1
YAL021C	205	30	2	2
YAL021C	205	31	1	2
YAL021C	206	27	0	3
YAL021C	206	28	0	2
YAL021C	206	28	2	5
YAL021C	206	29	0	4
YAL021C	206	29	1	1
YAL021C	206	29	2	2
YAL021C	206	30	1	3
YAL021C	206	30	2	6
YAL021C	207	27	0	2
YAL021C	207	29	2	3
YAL021C	208	27	0	4
YAL021C	208	28	0	8
YAL021C	208	28	2	1
YAL021C	208	29	0	8
YAL021C	208	29	1	2
YAL021C	208	29	2	3
YAL021C	208	30	1	2
YAL021C	208	30	2	4
YAL021C	208	31	1	4
YAL021C	209	27	0	4
YAL021C	209	28	0	4
YAL021C	209	28	2	15
YAL021C	209	29	0	2
YAL021C	209	29	1	4
YAL021C	209	29	2	7
YAL021C	209	30	1	3
YAL021C	209	30	2	5
YAL021C	210	27	0	2
YAL021C	210	28	0	1
YAL021C	210	28	2	3
YAL021C	210	29	0	3
YAL021C	210	29	2	1
YAL021C	210	30	1	3
YAL021C	210	30	2	1
YAL021C	210	31	1	2
YAL021C	211	29	1	1
YAL021C	212	27	0	6
YAL021C	212	28	0	6
YAL021C	212	28	2	2
YAL021C	212	29	0	2
YAL021C	212	29	2	1
YAL021C	212	31	1	2
YAL021C	213	27	0	8
YAL021C	213	28	0	7
YAL021C	213	28	2	4
YAL021C	213	29	0	5
YAL021C	213	29	1	5
YAL021C	213	29	2	7
YAL021C	213	30	1	12
YAL021C	213	30	2	4
YAL021C	213	31	1	4
YAL021C	214	27	0	1
YAL021C	214	28	0	4
YAL021C	214	29	0	2
YAL021C	214	29	1	3
YAL021C	214	29	2	2
YAL021C	214	30	1	1
YAL021C	214	30	2	2
YAL021C	214	31	1	1
YAL021C	215	27	0	4
YAL021C	215	28	0	4
YAL021C	215	29	0	1
YAL021C	215	29	2	3
YAL021C	215	30	1	2
YAL021C	215	30	2	1
YAL021C	216	27	0	3
YAL021C	216	28	0	7
YAL021C	216	28	2	7
YAL021C	216	29	0	1
YAL021C	216	29	1	2
YAL021C	216	29	2	10
YAL021C	216	30	1	2
YAL021C	216	30	2	2
YAL021C	216	31	1	1
YAL021C	217	28	2	1
YAL021C	217	29	2	1
YAL021C	218	27	0	3
YAL021C	218	28	0	3
YAL021C	218	28	2	6
YAL021C	218	29	0	3
YAL021C	218	29	1	1
YAL021C	218	29	2	3
YAL021C	218	30	1	1
YAL021C	218	30	2	2
YAL021C	219	28	0	1
YAL021C	219	28	2	2
YAL021C	219	29	0	2
YAL021C	219	29	1	3
YAL021C	219	29	2	3
YAL021C	219	30	1	5
YAL021C	219	30	2	1
YAL021C	220	27	0	3
YAL021C	220	28	0	5
YAL021C	220	28	2	6
YAL021C	220	29	0	5
YAL021C	220	29	1	1
YAL021C	220	29	2	6
YAL021C	220	30	1	1
YAL021C	220	30	2	6
YAL021C	220	31	1	1
YAL021C	221	27	0	1
YAL021C	221	28	2	1
YAL021C	221	30	2	2
YAL021C	222	27	0	1
YAL021C	222	29	0	1
YAL021C	222	30	1	2
YAL021C	223	27	0	3
YAL021C	223	28	0	3
YAL021C	223	28	2	2
YAL021C	223	29	0	3
YAL021C	223	29	1	6
YAL021C	223	30	1	3
YAL021C	223	30	2	1
YAL021C	223	31	1	1
YAL021C	224	27	0	5
YAL021C	224	28	0	6
YAL021C	224	28	2	6
YAL021C	224	29	0	2
YAL021C	224	29	2	10
YAL021C	224	30	1	2
YAL021C	224	30	2	2
YAL021C	224	31	1	1
YAL021C	225	27	0	3
YAL021C	225	28	2	2
YAL021C	225	29	0	2
YAL021C	225	30	2	1
YAL021C	226	27	0	2
YAL021C	226	29	0	1
YAL021C	226	29	2	4
YAL021C	226	30	1	1
YAL021C	226	30	2	6
YAL021C	228	27	0	4
YAL021C	228	28	0	4
YAL021C	228	28	2	3
YAL021C	228	29	0	4
YAL021C	228	29	1	2
YAL021C	228	30	1	2
YAL021C	228	30	2	1
YAL021C	228	31	1	1
YAL021C	229	27	0	1
YAL021C	229	28	0	2
YAL021C	229	29	0	2
YAL021C	229	30	2	1
YAL021C	230	27	0	2
YAL021C	230	28	0	2
YAL021C	230	31	1	1
YAL021C	231	27	0	1
YAL021C	231	28	0	1
YAL021C	231	29	1	1
YAL021C	231	29	2	2
YAL021C	231	30	1	5
YAL021C	231	30	2	3
YAL021C	231	31	1	2
YAL021C	232	28	0	1
YAL021C	232	30	1	1
YAL021C	233	27	0	5
YAL021C	233	28	0	2
YAL021C	233	28	2	8
YAL021C	233	29	1	4
YAL021C	233	29	2	1
YAL021C	233	30	1	2
YAL021C	233	30	2	2
YAL021C	233	31	1	3
YAL021C	234	28	0	4
YAL021C	234	29	0	4
YAL021C	234	29	1	1
YAL021C	234	29	2	1
YAL021C	234	30	1	1
YAL021C	234	30	2	1
YAL021C	236	28	0	2
YAL021C	236	28	2	2
YAL021C	236	29	0	1
YAL021C	236	29	2	2
YAL021C	236	30	2	1
YAL021C	236	31	1	1
YAL021C	237	27	0	4
YAL021C	237	29	0	3
YAL021C	238	27	0	4
YAL021C	238	28	0	4
YAL021C	238	28	2	2
YAL021C	238	29	0	3
YAL021C	238	29	1	3
YAL021C	238	29	2	1
YAL021C	238	30	1	1
YAL021C	238	30	2	2
YAL021C	238	31	1	2
YAL021C	239	28	2	4
YAL021C	239	29	1	1
YAL021C	239	29	2	3
YAL021C	239	30	2	6
YAL021C	239	31	1	2
YAL021C	240	27	0	1
YAL021C	240	28	0	3
YAL021C	240	29	0	2
YAL021C	240	29	2	2
YAL021C	240	30	1	1
YAL021C	241	27	0	4
YAL021C	241	28	0	2
YAL021C	241	28	2	1
YAL021C	241	29	0	2
YAL021C	241	29	2	3
YAL021C	241	30	1	4
YAL021C	241	31	1	1
YAL021C	242	27	0	2
YAL021C	242	28	0	11
YAL021C	242	28	2	1
YAL021C	242	29	0	2
YAL021C	242	29	1	3
YAL021C	242	30	1	2
YAL021C	242	30	2	1
YAL021C	242	31	1	1
YAL021C	243	27	0	8
YAL021C	243	28	0	12
YAL021C	243	28	2	7
YAL021C	243	29	0	5
YAL021C	243	29	1	2
YAL021C	243	29	2	7
YAL021C	243	30	1	1
YAL021C	243	30	2	6
YAL021C	243	31	1	2
YAL021C	244	27	0	6
YAL021C	244	28	2	7
YAL021C	244	29	0	1
YAL021C	244	29	1	1
YAL021C	244	30	2	6
YAL021C	244	31	1	2
YAL021C	245	27	0	1
YAL021C	245	28	0	1
YAL021C	245	29	2	1
YAL021C	245	30	1	2
YAL021C	245	30	2	1
YAL021C	245	31	1	1
YAL021C	246	28	0	2
YAL021C	247	29	1	1
YAL021C	247	29	2	1
YAL021C	247	31	1	1
YAL021C	248	27	0	5
YAL021C	248	28	0	5
YAL021C	248	29	0	5
YAL021C	248	30	1	2
YAL021C	249	28	0	2
YAL021C	249	28	2	1
YAL021C	249	29	0	1
YAL021C	249	29	1	1
YAL021C	249	29	2	1
YAL021C	249	30	2	1
YAL021C	250	27	0	3
YAL021C	250	29	0	3
YAL021C	250	29	2	3
YAL021C	251	27	0	1
YAL021C	251	28	2	1
YAL021C	251	29	0	1
YAL021C	251	30	1	1
YAL021C	251	31	1	1
YAL021C	252	27	0	1
YAL021C	252	28	0	1
YAL021C	252	28	2	1
YAL021C	252	29	1	3
YAL021C	252	29	2	2
YAL021C	252	30	1	2
YAL021C	252	30	2	1
YAL021C	253	27	0	2
YAL021C	253	29	0	2
YAL021C	253	30	2	1
YAL021C	253	31	1	1
YAL021C	254	27	0	5
YAL021C	254	28	2	1
YAL021C	254	30	2	1
YAL021C	255	27	0	1
YAL021C	255	28	0	2
YAL021C	255	28	2	1
YAL021C	255	29	0	2
YAL021C	255	30	1	1
YAL021C	256	27	0	1
YAL021C	256	28	0	1
YAL021C	256	29	0	1
YAL021C	256	29	2	3
YAL021C	256	30	1	2
YAL021C	257	27	0	4
YAL021C	257	28	0	2
YAL021C	257	29	0	2
YAL021C	257	29	2	3
YAL021C	257	30	1	5
YAL021C	257	30	2	1
YAL021C	258	27	0	4
YAL021C	258	28	0	7
YAL021C	258	28	2	2
YAL021C	258	29	0	4
YAL021C	258	29	1	4
YAL021C	258	29	2	2
YAL021C	258	30	1	1
YAL021C	258	30	2	1
YAL021C	259	27	0	3
YAL021C	259	28	0	3
YAL021C	259	28	2	5
YAL021C	259	29	0	2
YAL021C	259	29	2	4
YAL021C	259	30	1	1
YAL021C	259	30	2	3
YAL021C	260	27	0	5
YAL021C	260	28	0	11
YAL021C	260	28	2	3
YAL021C	260	29	0	11
YAL021C	260	29	2	3
YAL021C	260	30	1	5
YAL021C	260	30	2	1
YAL021C	260	31	1	1
YAL021C	261	27	0	1
YAL021C	261	28	2	1
YAL021C	261	29	0	1
YAL021C	261	29	1	5
YAL021C	261	29	2	3
YAL021C	261	30	1	2
YAL021C	261	30	2	1
YAL021C	261	31	1	2
YAL021C	262	29	0	2
YAL021C	262	29	1	2
YAL021C	262	29	2	2
YAL021C	262	30	1	1
YAL021C	263	27	0	1
YAL021C	263	28	0	5
YAL021C	263	28	2	1
YAL021C	263	29	0	1
YAL021C	263	29	2	2
YAL021C	263	30	1	3
YAL021C	263	30	2	1
YAL021C	264	27	0	4
YAL021C	264	28	0	8
YAL021C	264	28	2	1
YAL021C	264	29	0	1
YAL021C	264	29	1	1
YAL021C	264	30	1	1
YAL021C	264	31	1	1
YAL021C	265	27	0	1
YAL021C	265	28	2	4
YAL021C	265	29	1	1
YAL021C	265	29	2	1
YAL021C	265	30	1	1
YAL021C	266	27	0	4
YAL021C	266	28	0	6
YAL021C	266	28	2	8
YAL021C	266	29	0	6
YAL021C	266	29	1	5
YAL021C	266	29	2	4
YAL021C	266	30	1	1
YAL021C	266	30	2	3
YAL021C	266	31	1	2
YAL021C	267	27	0	2
YAL021C	267	28	0	5
YAL021C	267	28	2	1
YAL021C	267	29	0	5
YAL021C	267	29	1	1
YAL021C	267	29	2	2
YAL021C	267	30	1	7
YAL021C	268	28	2	1
YAL021C	268	29	2	5
YAL021C	268	30	1	1
YAL021C	268	30	2	1
YAL021C	269	27	0	1
YAL021C	269	28	0	3
YAL021C	269	28	2	3
YAL021C	269	29	0	6
YAL021C	269	29	1	1
YAL021C	269	29	2	8
YAL021C	269	30	1	3
YAL021C	269	30	2	3
YAL021C	270	28	2	1
YAL021C	270	29	0	2
YAL021C	270	29	2	3
YAL021C	270	30	1	1
YAL021C	270	30	2	2
YAL021C	271	27	0	16
YAL021C	271	28	0	38
YAL021C	271	28	2	3
YAL021C	271	29	0	7
YAL021C	271	29	1	2
YAL021C	271	29	2	8
YAL021C	271	30	1	7
YAL021C	271	30	2	5
YAL021C	271	31	1	4
YAL021C	272	29	0	2
YAL021C	272	29	1	1
YAL021C	272	29	2	1
YAL021C	272	30	2	2
YAL021C	273	27	0	1
YAL021C	273	28	0	2
YAL021C	273	28	2	7
YAL021C	273	29	1	3
YAL021C	273	29	2	6
YAL021C	273	30	1	1
YAL021C	274	27	0	6
YAL021C	274	28	0	7
YAL021C	274	28	2	4
YAL021C	274	29	0	9
YAL021C	274	29	1	9
YAL021C	274	29	2	2
YAL021C	274	30	1	4
YAL021C	274	30	2	4
YAL021C	274	31	1	8
YAL021C	275	27	0	13
YAL021C	275	28	0	21
YAL021C	275	28	2	6
YAL021C	275	29	0	5
YAL021C	275	29	1	2
YAL021C	275	29	2	2
YAL021C	275	30	1	2
YAL021C	275	30	2	2
YAL021C	275	31	1	1
YAL021C	276	27	0	2
YAL021C	276	29	0	2
YAL021C	276	29	2	1
YAL021C	276	30	1	1
YAL021C	276	30	2	1
YAL021C	276	31	1	1
YAL021C	277	27	0	1
YAL021C	277	28	0	1
YAL021C	277	29	2	1
YAL021C	277	30	2	1
YAL021C	278	27	0	2
YAL021C	278	31	1	1
YAL021C	279	27	0	13
YAL021C	279	28	0	15
YAL021C	279	29	0	9
YAL021C	279	29	1	1
YAL021C	279	29	2	1
YAL021C	279	30	1	2
YAL021C	279	30	2	2
YAL021C	281	28	2	2
YAL021C	281	31	1	1
YAL021C	282	27	0	3
YAL021C	282	28	0	7
YAL021C	282	29	0	1
YAL021C	282	29	1	3
YAL021C	282	30	1	1
YAL021C	282	30	2	1
YAL021C	283	27	0	2
YAL021C	283	28	0	3
YAL021C	283	28	2	1
YAL021C	283	29	0	1
YAL021C	283	29	1	3
YAL021C	283	29	2	1
YAL021C	283	30	1	2
YAL021C	283	31	1	4
YAL021C	284	30	2	1
YAL021C	284	31	1	2
YAL021C	285	31	1	1
YAL021C	286	27	0	9
YAL021C	286	28	0	10
YAL021C	286	28	2	6
YAL021C	286	29	0	2
YAL021C	286	29	2	3
YAL021C	286	30	1	1
YAL021C	286	31	1	2
YAL021C	287	27	0	9
YAL021C	287	28	0	10
YAL021C	287	29	0	4
YAL021C	287	29	1	2
YAL021C	287	30	1	1
YAL021C	287	31	1	2
YAL021C	288	27	0	2
YAL021C	288	28	0	5
YAL021C	288	28	2	1
YAL021C	288	29	0	5
YAL021C	288	29	1	3
YAL021C	288	29	2	11
YAL021C	288	30	1	4
YAL021C	288	30	2	7
YAL021C	289	28	0	1
YAL021C	289	28	2	5
YAL021C	289	29	2	4
YAL021C	290	27	0	11
YAL021C	290	28	0	8
YAL021C	290	29	0	12
YAL021C	290	29	2	1
YAL021C	290	30	1	4
YAL021C	290	30	2	3
YAL021C	290	31	1	1
YAL021C	291	27	0	1
YAL021C	291	28	0	1
YAL021C	291	29	2	1
YAL021C	291	30	1	1
YAL021C	292	27	0	1
YAL021C	292	28	2	1
YAL021C	292	30	1	1
YAL021C	293	27	0	2
YAL021C	293	28	2	1
YAL021C	293	29	0	1
YAL021C	293	29	1	1
YAL021C	294	27	0	1
YAL021C	294	28	0	4
YAL021C	294	28	2	4
YAL021C	294	29	0	1
YAL021C	294	29	1	2
YAL021C	294	29	2	5
YAL021C	294	30	1	1
YAL021C	294	30	2	3
YAL021C	294	31	1	1
YAL021C	295	27	0	1
YAL021C	295	28	0	2
YAL021C	295	28	2	4
YAL021C	295	30	2	3
YAL021C	296	27	0	2
YAL021C	296	28	0	4
YAL021C	296	28	2	1
YAL021C	296	30	2	1
YAL021C	297	28	0	1
YAL021C	297	28	2	1
YAL021C	297	29	0	1
YAL021C	297	30	1	1
YAL021C	297	30	2	1
YAL021C	298	29	1	1
YAL021C	299	29	1	1
YAL021C	300	27	0	1
YAL021C	300	28	0	6
YAL021C	300	28	2	2
YAL021C	300	29	0	1
YAL021C	300	29	2	2
YAL021C	300	30	1	3
YAL021C	300	30	2	2
YAL021C	301	27	0	6
YAL021C	301	28	0	3
YAL021C	301	28	2	2
YAL021C	301	29	0	2
YAL021C	301	29	1	7
YAL021C	301	29	2	1
YAL021C	301	30	1	1
YAL021C	302	27	0	1
YAL021C	302	28	2	3
YAL021C	302	29	1	6
YAL021C	302	29	2	1
YAL021C	302	30	1	2
YAL021C	302	30	2	2
YAL021C	302	31	1	3
YAL021C	303	27	0	2
YAL021C	303	28	2	2
YAL021C	303	29	0	1
YAL021C	304	27	0	1
YAL021C	304	28	0	3
YAL021C	304	29	1	1
YAL021C	304	29	2	3
YAL021C	304	30	2	1
YAL021C	305	28	0	2
YAL021C	305	28	2	3
YAL021C	305	29	0	2
YAL021C	305	29	1	6
YAL021C	305	29	2	5
YAL021C	305	30	1	6
YAL021C	305	30	2	1
YAL021C	305	31	1	2
YAL021C	306	27	0	1
YAL021C	306	28	2	1
YAL021C	306	29	0	1
YAL021C	306	29	1	1
YAL021C	306	30	1	1
YAL021C	306	31	1	1
YAL021C	307	27	0	3
YAL021C	307	28	0	1
YAL021C	307	28	2	1
YAL021C	307	29	0	2
YAL021C	307	29	2	1
YAL021C	308	27	0	1
YAL021C	308	28	0	2
YAL021C	308	28	2	5
YAL021C	308	29	0	2
YAL021C	308	29	1	2
YAL021C	308	29	2	3
YAL021C	308	30	1	4
YAL021C	308	30	2	3
YAL021C	308	31	1	4
YAL021C	309	28	2	2
YAL021C	309	29	2	2
YAL021C	310	27	0	4
YAL021C	310	28	0	4
YAL021C	310	28	2	10
YAL021C	310	29	0	4
YAL021C	310	29	1	1
YAL021C	310	29	2	13
YAL021C	310	30	1	2
YAL021C	310	30	2	6
YAL021C	310	31	1	1
YAL021C	311	27	0	4
YAL021C	311	28	0	3
YAL021C	311	28	2	1
YAL021C	311	29	0	1
YAL021C	311	29	1	4
YAL021C	311	29	2	2
YAL021C	311	31	1	2
YAL021C	312	27	0	2
YAL021C	312	28	0	5
YAL021C	312	29	1	1
YAL021C	313	27	0	4
YAL021C	313	28	2	4
YAL021C	313	29	2	2
YAL021C	314	27	0	3
YAL021C	314	28	0	6
YAL021C	314	28	2	1
YAL021C	314	29	0	3
YAL021C	314	29	2	3
YAL021C	314	30	1	1
YAL021C	315	27	0	2
YAL021C	315	28	0	1
YAL021C	315	28	2	1
YAL021C	315	29	0	1
YAL021C	315	30	2	1
YAL021C	316	27	0	2
YAL021C	316	28	2	1
YAL021C	316	30	1	3
YAL021C	317	27	0	2
YAL021C	317	28	0	3
YAL021C	317	28	2	1
YAL021C	317	29	0	2
YAL021C	317	29	1	1
YAL021C	317	29	2	1
YAL021C	317	30	1	1
YAL021C	317	30	2	1
YAL021C	317	31	1	3
YAL021C	318	27	0	4
YAL021C	318	28	0	2
YAL021C	318	28	2	2
YAL021C	318	29	0	4
YAL021C	318	29	2	1
YAL021C	318	30	2	1
YAL021C	318	31	1	1
YAL021C	320	28	2	3
YAL021C	320	29	0	1
YAL021C	320	29	1	2
YAL021C	320	30	1	5
YAL021C	320	30	2	2
YAL021C	321	29	2	1
YAL021C	321	30	1	1
YAL021C	322	27	0	2
YAL021C	322	28	0	2
YAL021C	322	28	2	2
YAL021C	322	29	0	1
YAL021C	322	29	1	3
YAL021C	322	29	2	5
YAL021C	322	30	1	2
YAL021C	322	31	1	3
YAL021C	323	28	2	1
YAL021C	323	29	2	2
YAL021C	323	30	1	1
YAL021C	324	27	0	1
YAL021C	324	28	0	2
YAL021C	324	29	0	1
YAL021C	324	29	2	1
YAL021C	324	30	2	1
YAL021C	325	27	0	2
YAL021C	325	29	0	1
YAL021C	326	27	0	7
YAL021C	326	28	0	3
YAL021C	326	28	2	3
YAL021C	326	29	0	2
YAL021C	326	29	2	1
